"","X","user.id","user.name","user.profilePic","user.profileUrl","pageName","postId","viewsCount","time","link","text","likes","url","partyname"
"399",399,100044118129877,"מפלגת כחול לבן","https://scontent-bru2-1.xx.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwERNI6_&_nc_oc=AdmQ82IX1OKsxyhWaJzufvyWwU_ebb7yWPqVBXdg-mM-LyAbgzFh-om1SXEHFw_gQic&_nc_zt=24&_nc_ht=scontent-bru2-1.xx&_nc_gid=KVdkdPDLeJVSy8FT1Ivn-Q&oh=00_AfHJVbuY0S7PnexU9gKznngotd-QQ7u6Di8COBrPvXz4yQ&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",372816036926299,NA,"2019-06-17T17:00:43.000Z","","ילדה. בת 7. אין מילים. 
ליבנו איתה ועם משפחתה. 

המקרה הבלתי נתפס הזה מאיר לדאבוננו את מה שאנו נוטים לשכוח במהלך השנה: 
• בישראל מתרחשות מדי יום כ-230 תקיפות מיניות
• אחת מכל חמש נשים עוברת אונס
• אחת מכל חמש ילדות עוברת פגיעה מינית
• אחת מכל שבע ילדות עוברת גילוי עריות
• כ-20% מהתלונות על עבירות מין במשטרה מוגשות על פגיעה בילדים, נערים וגברים
• אחד מכל שישה גברים יעבור תקיפה מינית שכרוך בה מגע במהלך חייו
• רק שישה אחוזים מהפגיעות המיניות מדווחות לרשויות 

אלא שהנפגעים הם לא נתון סטטיסטי. עולמם חרב ויכולתם לנהל חיים נורמליים נפגע קשות. היכולת לעבוד, להקים משפחה - הופכים אתגר עצום, לעתים קשה מנשוא.

עלינו לעמוד על כך שההליכים המשפטיים של החשודים בעבירות מין יתנהלו במהירות ולא יתפרסו לאורך שנים. עלינו לפעול להחמרת הענישה. 

בעיקר עלינו לדאוג כי מקרים מחרידים כל כך לא ייעלמו מסדר היום עם בוא כותרות היום שלמחרת. 

ילדה. בת 7. אין מילים.

(הנתונים מעלה נאספו מתוך אתר איגוד נפגעי הסיוע לנפגעי ונפגעות תקיפה מינית)",451,"https://www.facebook.com/kachollavan19/posts/pfbid0V14wd3N3Cd7Yc3EgnURzxXXWLQ4GNjZRiWinWAfgN3u92iyRiWyxxmogNeoxGA4cl","Blue and White201909"
"400",400,100044118129877,"מפלגת כחול לבן","https://scontent-bru2-1.xx.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwERNI6_&_nc_oc=AdmQ82IX1OKsxyhWaJzufvyWwU_ebb7yWPqVBXdg-mM-LyAbgzFh-om1SXEHFw_gQic&_nc_zt=24&_nc_ht=scontent-bru2-1.xx&_nc_gid=KVdkdPDLeJVSy8FT1Ivn-Q&oh=00_AfHJVbuY0S7PnexU9gKznngotd-QQ7u6Di8COBrPvXz4yQ&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",370431797164723,NA,"2019-06-13T19:00:44.000Z","","ההפקרות הביטחונית בדרום בלתי נסבלת. החמאס מזהה ומנצל היטב את החולשה והרפיסות של נתניהו. ההרתעה נשחקה, הרקטות עפות, השדות נשרפים ורק בנס נמנע אסון כבד בשדרות הערב. 
נתניהו איבד את זה! נתניהו חזק בדיבורים, אך סחיט וחלש מול הנייה וסינוואר. אם היה נחוש להגן על אזרחי ישראל כפי שהוא מגן על עצמו מאימת הדין - היו ילדי העוטף ושדרות ישנים בשקט הלילה.",283,"https://www.facebook.com/kachollavan19/posts/pfbid02jqRbtSGPTuh61UZuL1qoWxbssAGymxXuC9XfNqzUbgH38u7pBziPAdR4zdUZ7pJzl","Blue and White201909"
"401",401,100044118129877,"מפלגת כחול לבן","https://scontent-bru2-1.xx.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwERNI6_&_nc_oc=AdmQ82IX1OKsxyhWaJzufvyWwU_ebb7yWPqVBXdg-mM-LyAbgzFh-om1SXEHFw_gQic&_nc_zt=24&_nc_ht=scontent-bru2-1.xx&_nc_gid=KVdkdPDLeJVSy8FT1Ivn-Q&oh=00_AfHJVbuY0S7PnexU9gKznngotd-QQ7u6Di8COBrPvXz4yQ&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",369121097295793,NA,"2019-06-11T16:42:16.000Z","http://bit.ly/2Ic4LnW","כבר בחודש מרץ 2019 הודיעה הנהגת כחול לבן על התנגדותנו לסגירת נמל התעופה שדה דב, 
כל עוד לא מיושמים פתרונות ראויים עבור תושבי אילת וכלכלת העיר. עמדתנו זו לא השתנתה וכך נפעל מיד לאחר שננצח בבחירות.

מדינת ישראל חייבת לחבר בין אילת למרכז הארץ באופן אפקטיבי ונגיש, וכל עוד לא נמצא פתרון יש להפעיל את שדה דב באופן סדיר.

צילום: לע""מ, חיים זך",173,"https://www.facebook.com/kachollavan19/posts/pfbid04VG9TGq4vGwF5r9QUDvJZHc18ZbAFaRQUgMga2EUs2cGCVWjh41uriYTs3Pfcapyl","Blue and White201909"
"402",402,100044118129877,"מפלגת כחול לבן","https://scontent.fhex4-2.fna.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwF7lmPY&_nc_oc=AdkQ6oMRt6eoMCT6UjpU8NTd8QrS6wlVGvGbm8b06fEhiAQ23QCSU8ajmDLrC_dWmYI&_nc_zt=24&_nc_ht=scontent.fhex4-2.fna&_nc_gid=2U1Z6s-zR8--zEf3UYjV3g&oh=00_AfFaU5ya350Hids9sFsWg8EQ0X9XiZ8OdwxdYCj5o26nnw&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",365052431035993,NA,"2019-06-04T21:33:33.000Z","","",311,"https://www.facebook.com/kachollavan19/posts/pfbid02d7Ks5GiKVMy6foGAjzJbW3YXN8nWqGvCbkpKFPjLMrnHbpPaxXUtDWWtxzJQffyyl","Blue and White201909"
"403",403,100044118129877,"מפלגת כחול לבן","https://scontent.fhex4-2.fna.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwF7lmPY&_nc_oc=AdkQ6oMRt6eoMCT6UjpU8NTd8QrS6wlVGvGbm8b06fEhiAQ23QCSU8ajmDLrC_dWmYI&_nc_zt=24&_nc_ht=scontent.fhex4-2.fna&_nc_gid=2U1Z6s-zR8--zEf3UYjV3g&oh=00_AfFaU5ya350Hids9sFsWg8EQ0X9XiZ8OdwxdYCj5o26nnw&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",364792867728616,NA,"2019-06-04T12:25:21.000Z","","",363,"https://www.facebook.com/kachollavan19/posts/pfbid0HqLrmnPdCfAUJvKWKbyqvMKSPopXmqdAbfGs15NQyxoYRLfeG6jg83vNjHYUKjeul","Blue and White201909"
"404",404,100044118129877,"מפלגת כחול לבן","https://scontent.fhex4-2.fna.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwF7lmPY&_nc_oc=AdkQ6oMRt6eoMCT6UjpU8NTd8QrS6wlVGvGbm8b06fEhiAQ23QCSU8ajmDLrC_dWmYI&_nc_zt=24&_nc_ht=scontent.fhex4-2.fna&_nc_gid=2U1Z6s-zR8--zEf3UYjV3g&oh=00_AfFaU5ya350Hids9sFsWg8EQ0X9XiZ8OdwxdYCj5o26nnw&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",337633823777854,NA,"2019-04-15T13:38:41.000Z","","גבי אשכנזי - Gabi Ashkenazi, אבי ניסנקורן - Avi Nissenkorn, אורנה ברביבאי - Orna Barbivay, רם בן ברק - Ram Ben Barak Zvi Hauser , אורלי פרומן - Orly Froman ועומר ינקלביץ׳ - Omer Yankelevitch הגיעו כנציגי רשימת כחול לבן לנשיא המדינה Reuven Ruvi Rivlin - ראובן רובי ריבלין והמליצו על ראש רשימת ""כחול לבן"", רא""ל (במיל') בני גנץ - Benny Gantz , לראשות הממשלה.
הריבון - העם - אמר את דברו ונכבד כל החלטה שנשיא המדינה יקבל. אנחנו גאים בהישג שהשגנו בפרק זמן כה קצר - למעלה ממיליון איש שבחרו כחול לבן ונתנו בנו את האמון. אנו מרגישים תחושת שליחות ומחויבות עמוקה כלפי הציבור כולו ויודעים כי זאת זכות גדולה לשרת את עם ישראל.",673,"https://www.facebook.com/kachollavan19/posts/pfbid02RRtvyMjQejjfVRdHy5BUb9tuisKvc1PwD69iA83teJxVgqgL5T9BoHNExvBtV115l","Blue and White201909"
"405",405,100044269772204,"מפלגת הליכוד","https://scontent.fcpq2-1.fna.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwEJmGyr&_nc_oc=Adl_9nF6dU5oVd27lmy_wNrriOz7Gj1XAbNpbOSYfXAP2pCaDTdQzZnfdqN2UKkCyQM&_nc_zt=24&_nc_ht=scontent.fcpq2-1.fna&_nc_gid=L9J0kASDTrn3kDuqy_5ZeA&oh=00_AfEQNFp3G0ps2vlnD2Kwd5zR8Xvm-g5Vn2G10nJqmtbw2g&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",2398305106892804,NA,"2019-07-17T14:04:43.000Z","","אסור להשוות!",3584,"https://www.facebook.com/Likudofficial/posts/pfbid02bsMdoiLqhGK6qfqwpmh2eMcZtyd63d5ZHBNWYqT8NEVTHwEcThT114Xb4sCarL1Ql","The Consolidation201909"
"406",406,100044269772204,"מפלגת הליכוד","https://scontent.fcpq2-1.fna.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwEJmGyr&_nc_oc=Adl_9nF6dU5oVd27lmy_wNrriOz7Gj1XAbNpbOSYfXAP2pCaDTdQzZnfdqN2UKkCyQM&_nc_zt=24&_nc_ht=scontent.fcpq2-1.fna&_nc_gid=L9J0kASDTrn3kDuqy_5ZeA&oh=00_AfEQNFp3G0ps2vlnD2Kwd5zR8Xvm-g5Vn2G10nJqmtbw2g&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",2398093080247340,NA,"2019-07-17T11:28:48.000Z","","",79,"https://www.facebook.com/Likudofficial/posts/pfbid02f5tRdsRuM6hwH8Drf4i1apCzeD3bwF5nbVUqGkCyF2XstLdr82Xg2mm9Zdx1jBNjl","The Consolidation201909"
"407",407,100044269772204,"מפלגת הליכוד","https://scontent.fcpq2-1.fna.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwEJmGyr&_nc_oc=Adl_9nF6dU5oVd27lmy_wNrriOz7Gj1XAbNpbOSYfXAP2pCaDTdQzZnfdqN2UKkCyQM&_nc_zt=24&_nc_ht=scontent.fcpq2-1.fna&_nc_gid=L9J0kASDTrn3kDuqy_5ZeA&oh=00_AfEQNFp3G0ps2vlnD2Kwd5zR8Xvm-g5Vn2G10nJqmtbw2g&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",2397880460268602,NA,"2019-07-17T08:17:46.000Z","","בואו לתמוך בתושבי העוטף!",72,"https://www.facebook.com/Likudofficial/posts/pfbid02fvbVoVgVEzcGqNYVTvMAXqBBwLb6Nfjfbtg7TNnDTmkMRGKC4QRDV8oTnweEa26Wl","The Consolidation201909"
"408",408,100044313345755,"ישראל ביתנו","https://scontent.fccu5-1.fna.fbcdn.net/v/t39.30808-1/342659226_1417965558936795_6049159103379916098_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Jc-abFTVdtAQ7kNvwFlL8VH&_nc_oc=AdlT6ciJhx8RxNNLq-yTIRWsmLlCI9Bcom-HTY0IVjeChXp_6v8qsfq0z7IeNr0PCdM&_nc_zt=24&_nc_ht=scontent.fccu5-1.fna&_nc_gid=tijBWKDAMvOhYVt__dKA-A&oh=00_AfHYO9MQ9Bt9mrHAOIa44uBhNklbU66_TECb8ErD_U5Zzw&oe=68104939","https://www.facebook.com/beytenu","beytenu",2595382423827714,NA,"2019-08-01T18:56:17.000Z","https://m.ynet.co.il/Articles/5561790","""ישראל ביתנו"" מביאה מהפכה למערכת הבריאות!

פרופ' ליאוניד אידלמן, לשעבר יו""ר ההסתדרות הרפואית ומועמדה של מפלגת ""ישראל ביתנו"" לתפקיד שר הבריאות, בריאיון לאולפן ynet:
""ליברמן בא אליי עם רעיון גאוני, שחייב להיות שר בריאות מקצועי. זה מאוד נכון. אני תמיד חשבתי שזה נכון, אבל לא חשבתי שיש מפלגה שיכולה להרים דגל של מהפכה בבריאות"".

לכתבה המלאה >>
https://m.ynet.co.il/Articles/5561790",1416,"https://www.facebook.com/beytenu/posts/pfbid02XqY9DoTN42AYbaNwiz9LQRJYTnEwewKeSTTzxSxozyxsHJj36qfyZ2mT7VnGVtcVl","Israel is Our Home201909"
"409",409,100044313345755,"ישראל ביתנו","https://scontent.fccu5-1.fna.fbcdn.net/v/t39.30808-1/342659226_1417965558936795_6049159103379916098_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Jc-abFTVdtAQ7kNvwFlL8VH&_nc_oc=AdlT6ciJhx8RxNNLq-yTIRWsmLlCI9Bcom-HTY0IVjeChXp_6v8qsfq0z7IeNr0PCdM&_nc_zt=24&_nc_ht=scontent.fccu5-1.fna&_nc_gid=tijBWKDAMvOhYVt__dKA-A&oh=00_AfHYO9MQ9Bt9mrHAOIa44uBhNklbU66_TECb8ErD_U5Zzw&oe=68104939","https://www.facebook.com/beytenu","beytenu",2595156190517004,NA,"2019-08-01T16:13:35.000Z","https://beytenu.org.il/campaign/israel-beitenu/","חזקים בתל אביב! 💪

צעירי ישראל ביתנו פקדו את גשר מוזס ליד מגדלי עזריאלי, תלו שלטים וזכו לצפירות הזדהות רועמות מהנהגים!

ביחד אנו נחזיר את השפיות, גם לתל אביב!",294,"https://www.facebook.com/beytenu/posts/pfbid02onYhaQ4TLzvrKqRxFCL4P99MRZFEpciXx1dkQpZ3PJe2t1nddCS7Hfqq4xaSzqbCl","Israel is Our Home201909"
"410",410,100044313345755,"ישראל ביתנו","https://scontent.fccu5-1.fna.fbcdn.net/v/t39.30808-1/342659226_1417965558936795_6049159103379916098_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Jc-abFTVdtAQ7kNvwFlL8VH&_nc_oc=AdlT6ciJhx8RxNNLq-yTIRWsmLlCI9Bcom-HTY0IVjeChXp_6v8qsfq0z7IeNr0PCdM&_nc_zt=24&_nc_ht=scontent.fccu5-1.fna&_nc_gid=tijBWKDAMvOhYVt__dKA-A&oh=00_AfHYO9MQ9Bt9mrHAOIa44uBhNklbU66_TECb8ErD_U5Zzw&oe=68104939","https://www.facebook.com/beytenu","beytenu",2594485643917392,NA,"2019-08-01T08:05:54.000Z","https://beytenu.org.il/campaign/israel-beitenu/","כולם רוצים לשבת עם החרדים בממשלה צרה. 
אנחנו דורשים ממשלה לאומית רחבה!",57,"https://www.facebook.com/beytenu/posts/pfbid0hcSxq5Bcen5R9isoC13YNPLLUnU7x1JtLJB9k2kzdZeMYyvj6f1vQ3bCtcyCP1vfl","Israel is Our Home201909"
"411",411,100044269772204,"מפלגת הליכוד","https://scontent.fvdc3-1.fna.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwFL23Gc&_nc_oc=AdkXiRnWI6fXVsNKkYdfW7DEW-WSd_PWnqhVCwjPb7hIlOa6Jp506xTEq4fbISo4-hA&_nc_zt=24&_nc_ht=scontent.fvdc3-1.fna&_nc_gid=tSJ2WCKwvmKQNKeFMuiZ1g&oh=00_AfGB54VLeMEBymH52FFF_AYXaEYbwnLZYRVBMQ0JX1or-g&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",2396602717063043,NA,"2019-07-16T14:13:17.000Z","","",188,"https://www.facebook.com/Likudofficial/posts/pfbid02Xbfhc4bz9iaicvn6rtMgbX1ZbJD5BKFYmVTS58FbxHvp91KMiRMVfh5v94kJcKJbl","The Consolidation201909"
"412",412,100044269772204,"מפלגת הליכוד","https://scontent.fvdc3-1.fna.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwFL23Gc&_nc_oc=AdkXiRnWI6fXVsNKkYdfW7DEW-WSd_PWnqhVCwjPb7hIlOa6Jp506xTEq4fbISo4-hA&_nc_zt=24&_nc_ht=scontent.fvdc3-1.fna&_nc_gid=tSJ2WCKwvmKQNKeFMuiZ1g&oh=00_AfGB54VLeMEBymH52FFF_AYXaEYbwnLZYRVBMQ0JX1or-g&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",2392963494093632,NA,"2019-07-14T11:07:09.000Z","","מה יהיה איתך איווט?",743,"https://www.facebook.com/Likudofficial/posts/pfbid0dVc6dqaWJrsSiSyNrhej2k7dcWtXoP2GuJjjfnaTMGFcdgXHwUyNqkQYb71s5jpkl","The Consolidation201909"
"413",413,100044269772204,"מפלגת הליכוד","https://scontent.fvdc3-1.fna.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwFL23Gc&_nc_oc=AdkXiRnWI6fXVsNKkYdfW7DEW-WSd_PWnqhVCwjPb7hIlOa6Jp506xTEq4fbISo4-hA&_nc_zt=24&_nc_ht=scontent.fvdc3-1.fna&_nc_gid=tSJ2WCKwvmKQNKeFMuiZ1g&oh=00_AfGB54VLeMEBymH52FFF_AYXaEYbwnLZYRVBMQ0JX1or-g&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",2392919517431363,NA,"2019-07-14T10:28:25.000Z","","",320,"https://www.facebook.com/Likudofficial/posts/pfbid02hdYFBsqCWGXjzAPtUivDGEXKRF9y7p6SFEdCcJXVo7V77Gcjdo59tEDw5s2PuhFyl","The Consolidation201909"
"414",414,100044313345755,"ישראל ביתנו","https://scontent-dus1-1.xx.fbcdn.net/v/t39.30808-1/342659226_1417965558936795_6049159103379916098_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Jc-abFTVdtAQ7kNvwFg-Mq7&_nc_oc=AdkI_35u8sdPLvWkwqKfOvXEbOHmj8xO8oXazJBpGEFKDG8RUyHEodoJe_ExbdF8XcU&_nc_zt=24&_nc_ht=scontent-dus1-1.xx&_nc_gid=sqiEipjDkahDUFiG4x1JhQ&oh=00_AfETQFpS6cGdw_YBmOOhTjg8N8KdC6S1MFjtvlENpQ025A&oe=68104939","https://www.facebook.com/beytenu","beytenu",2593736010659022,NA,"2019-07-31T20:59:42.000Z","","אמש בישיבת המרכז של ""ישראל ביתנו"" אמר יו""ר המפלגה, ח""כ אביגדור ליברמן:
 
1. במהות אין שוני בין ""הליכוד"" לבין ""כחול לבן"", לכן המפלגה הראשונה, שתודיע שהיא תומכת בהקמת ממשלה לאומית רחבה, עליה נמליץ לנשיא המדינה. במידה ואף אחת מהמפלגות לא תתחייב על כך לא נמליץ על אף אחת לנשיא.
 
ח""כ ליברמן הדגיש בנאומו ש״ישראל ביתנו״ תשב אך ורק בממשלה לאומית רחבה הכוללת את ""ישראל ביתנו"", ""הליכוד"" ו""כחול לבן"".
 
2. ""ישראל ביתנו"" תדרוש במו""מ הקואליציוני, בנוסף לתיקי הביטחון והקליטה, את משרדי הפנים והבריאות.
 
3. המועמד של ""ישראל ביתנו"" לתפקיד שר הבריאות הוא פרופ' ליאוניד אידלמן, כשר מקצועי שאינו מכהן כחבר כנסת.
 
4. ""ישראל ביתנו"" תדרוש רפורמה מקיפה בנושא קצבאות הילדים.
 
5. ""ישראל ביתנו"" תדרוש שכל סיוע למערכת החינוך החרדית תותנה בלימודי ליבה.
 
6. ""ישראל ביתנו"" תדרוש יישום דו""ח חיים צדוק ז""ל, קרי פירוק המועצות הדתיות והקמת     מחלקות לשירותי דת בכל רשות מקומית, במקום המועצות.
 
7. ""ישראל ביתנו"" תדרוש שהקואליציה תתחייב לחוקק חוק ""חובת הצבעה"" בבחירות כלליות לכנסת ישראל, בדומה לחוק הקיים במדינות כמו אוסטרליה, בלגיה ולוקסמבורג, על מנת לעלות את אחוז ההצבעה ל-90%.
 
8. ""ישראל ביתנו"" תפעל להפעלת תחבורה ציבורית בשבת, נישואים אזרחיים וגיור על ידי רבני ערים כחלק מהדרישות בהסכמים הקואליציוניים. בנוסף נפעל לביטול חוק המרכולים.
 
9. ישראל ביתנו תדרוש להעלות את הכנסת המינימום לקשישים ונכים.",591,"https://www.facebook.com/beytenu/posts/pfbid035qfyNLvvd1TMErUyirUctebdWXD2QD1LxCfRGoaQpYiNLmTwtebmSV4x3usv537bl","Israel is Our Home201909"
"415",415,100044313345755,"ישראל ביתנו","https://scontent-dus1-1.xx.fbcdn.net/v/t39.30808-1/342659226_1417965558936795_6049159103379916098_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Jc-abFTVdtAQ7kNvwFg-Mq7&_nc_oc=AdkI_35u8sdPLvWkwqKfOvXEbOHmj8xO8oXazJBpGEFKDG8RUyHEodoJe_ExbdF8XcU&_nc_zt=24&_nc_ht=scontent-dus1-1.xx&_nc_gid=sqiEipjDkahDUFiG4x1JhQ&oh=00_AfETQFpS6cGdw_YBmOOhTjg8N8KdC6S1MFjtvlENpQ025A&oe=68104939","https://www.facebook.com/beytenu","beytenu",2592889890743634,NA,"2019-07-31T10:56:18.000Z","https://beytenu.org.il/campaign/israel-beitenu/","אנחנו מתחזקים מיום ליום! רק ביחד נחזיר את המדינה לשפיות!",100,"https://www.facebook.com/beytenu/posts/pfbid02o62iZD44vKVzr875HwcQjDyx9kgvzaKAgqoFMHHTsEXuN1XeetDFkNghy2bHBEW3l","Israel is Our Home201909"
"416",416,100044313345755,"ישראל ביתנו","https://scontent-dus1-1.xx.fbcdn.net/v/t39.30808-1/342659226_1417965558936795_6049159103379916098_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Jc-abFTVdtAQ7kNvwFg-Mq7&_nc_oc=AdkI_35u8sdPLvWkwqKfOvXEbOHmj8xO8oXazJBpGEFKDG8RUyHEodoJe_ExbdF8XcU&_nc_zt=24&_nc_ht=scontent-dus1-1.xx&_nc_gid=sqiEipjDkahDUFiG4x1JhQ&oh=00_AfETQFpS6cGdw_YBmOOhTjg8N8KdC6S1MFjtvlENpQ025A&oe=68104939","https://www.facebook.com/beytenu","beytenu",2591634800869143,NA,"2019-07-30T16:46:45.000Z","https://www.ynet.co.il/articles/0,7340,L-5560784,00.html","",58,"https://www.facebook.com/beytenu/posts/pfbid02bhkE7svfzgXuc58nrhBW3HprvEYFFgxUj24Z495kvSbEarGuhwxeN73c5MxNB955l","Israel is Our Home201909"
"417",417,100044118129877,"מפלגת כחול לבן","https://scontent-phx1-1.xx.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwHICOhq&_nc_oc=AdkmIKKkDZ5UUH_c6xW6INq-GHkgbbImo67anprxpOAFwzz0TtNUYgmMmg2X5n7i3D0&_nc_zt=24&_nc_ht=scontent-phx1-1.xx&_nc_gid=L98pXXERQmTBy7f52Dbe6Q&oh=00_AfEsMuiPuAmnGCy-2xnyIMtPMD1_OGagZcqZVRsuevRN-Q&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",356972808359458,313620,"2019-04-09T21:09:02.000Z","","ניצחון כחול לבן.",552,"https://www.facebook.com/kachollavan19/videos/356972808359458/","Blue and White201909"
"418",418,100044118129877,"מפלגת כחול לבן","https://scontent-phx1-1.xx.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwHICOhq&_nc_oc=AdkmIKKkDZ5UUH_c6xW6INq-GHkgbbImo67anprxpOAFwzz0TtNUYgmMmg2X5n7i3D0&_nc_zt=24&_nc_ht=scontent-phx1-1.xx&_nc_gid=L98pXXERQmTBy7f52Dbe6Q&oh=00_AfEsMuiPuAmnGCy-2xnyIMtPMD1_OGagZcqZVRsuevRN-Q&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",334651834076053,NA,"2019-04-09T17:03:10.000Z","","",295,"https://www.facebook.com/kachollavan19/posts/pfbid0215UuAFkA3jfqcRrSAL5r54tkuJ85zSmfF8WQcAmhXQY2ypPAkLJb8BBp6yDmbpvzl","Blue and White201909"
"419",419,100044118129877,"מפלגת כחול לבן","https://scontent-phx1-1.xx.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwHICOhq&_nc_oc=AdkmIKKkDZ5UUH_c6xW6INq-GHkgbbImo67anprxpOAFwzz0TtNUYgmMmg2X5n7i3D0&_nc_zt=24&_nc_ht=scontent-phx1-1.xx&_nc_gid=L98pXXERQmTBy7f52Dbe6Q&oh=00_AfEsMuiPuAmnGCy-2xnyIMtPMD1_OGagZcqZVRsuevRN-Q&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",333930007481569,NA,"2019-04-09T16:00:01.000Z","","חברים, זה בידיים שלכם. 
יש לנו רק עוד שלוש שעות.
אם גם אתם רוצים שזה יקרה - קחו את המשפחה, את החברים ואת השכנה וצאו להצביע.
מפלגת כחול לבן
בני גנץ - Benny Gantz",700,"https://www.facebook.com/kachollavan19/posts/pfbid02UeY2kUw9PvK5MUFHgxZRjWb2QuRAnLvNGUR5y874yGiEYQG7CEnge4ugKxbGCDTml","Blue and White201909"
